Product_titer_(UFC/ml),Recovery_Yield_(%),Optimal_concentration_of_agent_(UFC/ml),Final_batch_duration_(days),Material_Discount,CoG_($),Microorganism
11595653555,0.90558998,100000000,4.75,0.066910375,9.527256093,P.membranaefaciens
18029883076,0.87241674,100000000,4.75,0.09973829,6.354954468,P.membranaefaciens
18448348149,0.909154293,100000000,4.75,0.098883404,5.959965996,P.membranaefaciens
22759822803,0.773603625,100000000,4.75,0.093068754,5.678272365,P.membranaefaciens
13887504431,0.893336885,100000000,4.75,0.08915834,8.059491528,P.membranaefaciens
18047021435,0.848901621,100000000,4.75,0.088838723,6.526611772,P.membranaefaciens
13713960809,0.842508267,100000000,4.75,0.095297024,8.652502079,P.membranaefaciens
16557929632,0.849820975,100000000,4.75,0.069873969,7.109322772,P.membranaefaciens
5537590483,0.836758916,100000000,4.75,0.095811347,21.57505333,P.membranaefaciens
15981628225,0.783069273,100000000,4.75,0.129046355,7.981448459,P.membranaefaciens
10782887810,0.848975144,100000000,4.75,0.063418527,10.92957965,P.membranaefaciens
17639105166,0.881523825,100000000,4.75,0.089604729,6.43030462,P.membranaefaciens
12124926398,0.770916907,100000000,4.75,0.058428136,10.70538634,P.membranaefaciens
11169591422,0.916617346,100000000,4.75,0.082947156,9.767667979,P.membranaefaciens
10860200102,0.826953672,100000000,4.75,0.10506025,11.12887028,P.membranaefaciens
8539505015,0.846177905,100000000,4.75,0.040040797,13.85476291,P.membranaefaciens
13051718493,0.825548704,100000000,4.75,0.09490873,9.278391902,P.membranaefaciens
19153707109,0.857543395,100000000,4.75,0.056954907,6.092512977,P.membranaefaciens
11335477196,0.74131815,100000000,4.75,0.101511242,11.89501963,P.membranaefaciens
23433481009,0.819266769,100000000,4.75,0.069454376,5.21079793,P.membranaefaciens
15974011083,0.826426464,100000000,4.75,0.099253742,7.57210349,P.membranaefaciens
4480171158,0.737451837,100000000,4.75,0.073269687,30.27580254,P.membranaefaciens
11654289832,0.812816456,100000000,4.75,0.055422746,10.56438326,P.membranaefaciens
12004704084,0.80325147,100000000,4.75,0.080742595,10.37140975,P.membranaefaciens
14585961418,0.849493591,100000000,4.75,0.070448146,8.073468507,P.membranaefaciens
4340007418,0.874234755,100000000,4.75,0.094321129,26.34942315,P.membranaefaciens
11868914722,0.811849022,100000000,4.75,0.087659216,10.37713637,P.membranaefaciens
10879055589,0.800969403,100000000,4.75,0.087448305,11.47516741,P.membranaefaciens
6970889848,0.834954313,100000000,4.75,0.073695381,17.18574102,P.membranaefaciens
16587141900,0.809301346,100000000,4.75,0.036239579,7.458541468,P.membranaefaciens
15150861101,0.839983304,100000000,4.75,0.096265296,7.855250479,P.membranaefaciens
13640300573,0.887014333,100000000,4.75,0.065935876,8.268960962,P.membranaefaciens
11100254737,0.880042181,100000000,4.75,0.056746101,10.24404079,P.membranaefaciens
9887347464,0.82816368,100000000,4.75,0.094719523,12.20925711,P.membranaefaciens
5960362575,0.87285803,100000000,4.75,0.076420172,19.22527618,P.membranaefaciens
13235491863,0.79307654,100000000,4.75,0.095931074,9.523937588,P.membranaefaciens
12324171974,0.835517905,100000000,4.75,0.087373815,9.710765586,P.membranaefaciens
21938274830,0.830572009,100000000,4.75,0.061443235,5.49130705,P.membranaefaciens
8458239077,0.929688071,100000000,4.75,0.0869578,12.71611354,P.membranaefaciens
3787239143,0.833994121,100000000,4.75,0.085052894,31.65972179,P.membranaefaciens
12431459706,0.79857263,100000000,4.75,0.089774116,10.07172172,P.membranaefaciens
15002214446,0.836446074,100000000,4.75,0.058583861,7.974325858,P.membranaefaciens
8902223662,0.834744823,100000000,4.75,0.079313112,13.45874151,P.membranaefaciens
15112083827,0.803700175,100000000,4.75,0.104708736,8.229161482,P.membranaefaciens
10386144961,0.771775931,100000000,4.75,0.08613334,12.47484556,P.membranaefaciens
23464572071,0.785209163,100000000,4.75,0.075886924,5.428712146,P.membranaefaciens
12784293251,0.819806609,100000000,4.75,0.12874332,9.530554235,P.membranaefaciens
16049900807,0.887693669,100000000,4.75,0.084949091,7.0187293,P.membranaefaciens
1984899221,0.797139457,100000000,4.75,0.09314199,63.18733074,P.membranaefaciens
14748016111,0.798337009,100000000,4.75,0.039081414,8.503236843,P.membranaefaciens
17676335668,0.819551926,100000000,4.75,0.034960858,6.911641908,P.membranaefaciens
14081727423,0.829508663,100000000,4.75,0.132050588,8.550521168,P.membranaefaciens
20364723270,0.775219823,100000000,4.75,0.081383785,6.334761419,P.membranaefaciens
929851637,0.814096862,1000000,3.25,0.066540214,1.222912984,S. hygroscopicus (Batch) 
929480374,0.830655519,1000000,3.25,0.092039049,1.189900501,S. hygroscopicus (Batch) 
922515154.4,0.803796229,1000000,3.25,0.060107698,1.250828375,S. hygroscopicus (Batch) 
925827002.4,0.88552564,1000000,3.25,0.071552777,1.127469868,S. hygroscopicus (Batch) 
925201925.2,0.864967339,1000000,3.25,0.083191561,1.151033996,S. hygroscopicus (Batch) 
918564227.6,0.831887506,1000000,3.25,0.083275084,1.205422771,S. hygroscopicus (Batch) 
926970655.6,0.815594388,1000000,3.25,0.091926618,1.215195847,S. hygroscopicus (Batch) 
930778391.6,0.936763861,1000000,3.25,0.006513114,1.080713992,S. hygroscopicus (Batch) 
929495185.8,0.834819639,1000000,3.25,0.130148774,1.170394333,S. hygroscopicus (Batch) 
927502551.2,0.829739258,1000000,3.25,0.064557038,1.203608356,S. hygroscopicus (Batch) 
924291165.7,0.795237441,1000000,3.25,0.098962486,1.24727481,S. hygroscopicus (Batch) 
924734007.8,0.866235356,1000000,3.25,0.090875393,1.147283784,S. hygroscopicus (Batch) 
923578668.4,0.826032184,1000000,3.25,0.045080893,1.221190814,S. hygroscopicus (Batch) 
922770323.9,0.832797942,1000000,3.25,0.092534516,1.195291768,S. hygroscopicus (Batch) 
930253617.1,0.902277103,1000000,3.25,0.029493122,1.11509921,S. hygroscopicus (Batch) 
934656051.6,0.839691919,1000000,3.25,0.063515072,1.180605857,S. hygroscopicus (Batch) 
922997088.8,0.834809962,1000000,3.25,0.140977969,1.174769746,S. hygroscopicus (Batch) 
928297578.7,0.839693039,1000000,3.25,0.100878945,1.175464237,S. hygroscopicus (Batch) 
928045053.2,0.831668055,1000000,3.25,0.071118574,1.197769185,S. hygroscopicus (Batch) 
930040092.1,0.930192904,1000000,3.25,0.094015262,1.061302712,S. hygroscopicus (Batch) 
929723745.4,0.721471837,1000000,3.25,0.093914191,1.36884367,S. hygroscopicus (Batch) 
921694689.2,0.746400511,1000000,3.25,0.089704719,1.336340724,S. hygroscopicus (Batch) 
928921026.7,0.910702208,1000000,3.25,0.097973772,1.084031269,S. hygroscopicus (Batch) 
924912247,0.894220457,1000000,3.25,0.123137241,1.100401294,S. hygroscopicus (Batch) 
931094809.3,0.807998093,1000000,3.25,0.084501661,1.223910533,S. hygroscopicus (Batch) 
923950384.8,0.846981998,1000000,3.25,0.10587446,1.169069968,S. hygroscopicus (Batch) 
923360513.8,0.762273195,1000000,3.25,0.083836625,1.308454158,S. hygroscopicus (Batch) 
924179230.4,0.932830754,1000000,3.25,0.115871604,1.05801737,S. hygroscopicus (Batch) 
932827045.1,0.775861039,1000000,3.25,0.075831125,1.275545142,S. hygroscopicus (Batch) 
929030389.4,0.880027933,1000000,3.25,0.093309554,1.123258434,S. hygroscopicus (Batch) 
919033850.1,0.804359987,1000000,3.25,0.116622352,1.233591149,S. hygroscopicus (Batch) 
926910633.3,0.887616073,1000000,3.25,0.057415824,1.128240893,S. hygroscopicus (Batch) 
925011773.2,0.83427696,1000000,3.25,0.108019183,1.184744774,S. hygroscopicus (Batch) 
924537776.8,0.84403682,1000000,3.25,0.085671007,1.179548072,S. hygroscopicus (Batch) 
921203073.9,0.927877079,1000000,3.25,0.096250371,1.073436396,S. hygroscopicus (Batch) 
919601403.6,0.844480259,1000000,3.25,0.033277481,1.203873554,S. hygroscopicus (Batch) 
933665028,0.783609278,1000000,3.25,0.03525612,1.277102169,S. hygroscopicus (Batch) 
927567677.8,0.778445443,1000000,3.25,0.052231682,1.287537336,S. hygroscopicus (Batch) 
927217049.8,0.848979295,1000000,3.25,0.08884003,1.168181724,S. hygroscopicus (Batch) 
930419210.5,0.832430613,1000000,3.25,0.068373239,1.194596484,S. hygroscopicus (Batch) 
929560231.5,0.893397884,1000000,3.25,0.08020731,1.110171315,S. hygroscopicus (Batch) 
921898551.1,0.799761984,1000000,3.25,0.039937097,1.26552765,S. hygroscopicus (Batch) 
932545955.7,0.84712711,1000000,3.25,0.099143448,1.160446957,S. hygroscopicus (Batch) 
921596918.2,0.893857331,1000000,3.25,0.017793351,1.140094957,S. hygroscopicus (Batch) 
930298519.5,0.782775751,1000000,3.25,0.067613861,1.270827475,S. hygroscopicus (Batch) 
919996588.6,0.823974506,1000000,3.25,0.119819973,1.201801678,S. hygroscopicus (Batch) 
920798667.7,0.857773154,1000000,3.25,0.097868112,1.161110808,S. hygroscopicus (Batch) 
920079815.2,0.816252342,1000000,3.25,0.042872399,1.241333369,S. hygroscopicus (Batch) 
925719948.5,0.748401605,1000000,3.25,0.123292108,1.313595034,S. hygroscopicus (Batch) 
929277587.1,0.796506871,1000000,3.25,0.091278779,1.241469336,S. hygroscopicus (Batch) 
930490885.2,0.880702669,1000000,3.25,0.053816612,1.13393415,S. hygroscopicus (Batch) 
933787070.6,0.762672709,1000000,3.25,0.098272734,1.287573001,S. hygroscopicus (Batch) 
933493258.2,0.784191457,1000000,3.25,0.088691139,1.256246965,S. hygroscopicus (Batch) 
930883709.5,0.756447326,1000000,3.25,0.095904493,1.303146348,S. hygroscopicus (Batch) 
917899657.5,0.743947771,1000000,3.25,0.085096668,1.348151853,S. hygroscopicus (Batch) 
926405144.2,0.835038938,1000000,3.25,0.094365377,1.186753666,S. hygroscopicus (Batch) 
927039574,0.821397832,1000000,3.25,0.045290837,1.223419952,S. hygroscopicus (Batch) 
920710427.8,0.814550496,1000000,3.25,0.091227148,1.225283671,S. hygroscopicus (Batch) 
926697286.7,0.80498894,1000000,3.25,0.081734931,1.235338694,S. hygroscopicus (Batch) 
921660727.3,0.810936188,1000000,3.25,0.063019351,1.239889764,S. hygroscopicus (Batch) 
920495962.2,0.822726599,1000000,3.25,0.004511275,1.244985462,S. hygroscopicus (Batch) 
928352805.2,0.823297772,1000000,3.25,0.086333653,1.204052499,S. hygroscopicus (Batch) 
927678724.5,0.846875514,1000000,3.25,0.049184291,1.184429136,S. hygroscopicus (Batch) 
919826739.3,0.828617479,1000000,3.25,0.093197047,1.204926696,S. hygroscopicus (Batch) 
924226440.8,0.848037392,1000000,3.25,0.11040781,1.165670287,S. hygroscopicus (Batch) 
928249690.2,0.772999766,1000000,3.25,0.097299538,1.278323918,S. hygroscopicus (Batch) 
919094474,0.831199135,1000000,3.25,0.087282749,1.204277498,S. hygroscopicus (Batch) 
924996437.5,0.871548248,1000000,3.25,0.060689325,1.150298487,S. hygroscopicus (Batch) 
926725719.5,0.789415824,1000000,3.25,0.08031323,1.260206297,S. hygroscopicus (Batch) 
913709852.9,0.880742142,1000000,3.25,0.082556522,1.144853487,S. hygroscopicus (Batch) 
930286202,0.846120841,1000000,3.25,0.08393347,1.169981205,S. hygroscopicus (Batch) 
915563908.1,0.834149334,1000000,3.25,0.021014541,1.228588831,S. hygroscopicus (Batch) 
926243557.6,0.847009229,1000000,3.25,0.062374876,1.181437709,S. hygroscopicus (Batch) 
921546469.1,0.803738188,1000000,3.25,0.018056854,1.267899348,S. hygroscopicus (Batch) 
930894530.9,0.811308481,1000000,3.25,0.122434062,1.205319848,S. hygroscopicus (Batch) 
921641375.6,0.837534793,1000000,3.25,0.087009691,1.191962396,S. hygroscopicus (Batch) 
927008257.6,0.76133411,1000000,3.25,0.013015473,1.332602342,S. hygroscopicus (Batch) 
931939012.8,0.889001396,1000000,3.25,0.096815927,1.107282237,S. hygroscopicus (Batch) 
931539893.1,0.83966011,1000000,3.25,0.077464824,1.179678874,S. hygroscopicus (Batch) 
930375855.1,0.850259278,1000000,3.25,0.024402481,1.184939852,S. hygroscopicus (Batch) 
917894262,0.914657639,1000000,3.25,0.051702569,1.107517497,S. hygroscopicus (Batch) 
929917661,0.805490762,1000000,3.25,0.117357145,1.21717095,S. hygroscopicus (Batch) 
926583135,0.916488148,1000000,3.25,0.015627063,1.106662836,S. hygroscopicus (Batch) 
926979511.4,0.914165504,1000000,3.25,0.074156247,1.08994179,S. hygroscopicus (Batch) 
929608698.1,0.790350594,1000000,3.25,0.021633093,1.276850539,S. hygroscopicus (Batch) 
932102500.2,0.812182141,1000000,3.25,0.058719319,1.225686595,S. hygroscopicus (Batch) 
929754403,0.78479639,1000000,3.25,0.103241788,1.254823964,S. hygroscopicus (Batch) 
921360290.4,0.756543381,1000000,3.25,0.092345676,1.317857646,S. hygroscopicus (Batch) 
925611882.5,0.846877007,1000000,3.25,0.039497219,1.190481786,S. hygroscopicus (Batch) 
922302258,0.758749573,1000000,3.25,0.097088834,1.310813441,S. hygroscopicus (Batch) 
927123944.9,0.798501803,1000000,3.25,0.093765856,1.240317351,S. hygroscopicus (Batch) 
929929214.9,0.839776538,1000000,3.25,0.131134317,1.162594644,S. hygroscopicus (Batch) 
926149106.3,0.75708148,1000000,3.25,0.134657954,1.293460195,S. hygroscopicus (Batch) 
925955192.3,0.808921668,1000000,3.25,0.042010717,1.244952221,S. hygroscopicus (Batch) 
927667749.6,0.912817166,1000000,3.25,0.111375222,1.078613742,S. hygroscopicus (Batch) 
917813829.7,0.830234486,1000000,3.25,0.083394258,1.208767153,S. hygroscopicus (Batch) 
930164493.3,0.804506069,1000000,3.25,0.099158947,1.225047729,S. hygroscopicus (Batch) 
925496718.6,0.718704058,1000000,3.25,0.142031362,1.360430148,S. hygroscopicus (Batch) 
930961117.8,0.80616742,1000000,3.25,0.044964828,1.241402268,S. hygroscopicus (Batch) 
919246169.5,0.835346141,1000000,3.25,0.069651588,1.20443686,S. hygroscopicus (Batch) 
926652079.1,0.853594319,1000000,3.25,0.097244752,1.159642243,S. hygroscopicus (Batch) 
925962334.6,0.805193748,1000000,3.25,0.054516609,1.246078126,S. hygroscopicus (Batch) 
934311442.2,0.899229863,1000000,3.25,0.094766865,1.092580556,S. hygroscopicus (Batch) 
921124538,0.869381826,1000000,3.25,0.077091837,1.152360363,S. hygroscopicus (Batch) 
934708123.8,0.841644597,1000000,3.25,0.067136509,1.176530909,S. hygroscopicus (Batch) 
926882318.1,0.711530387,1000000,3.25,0.101231884,1.389162266,S. hygroscopicus (Batch) 
924740843.1,0.845790032,1000000,3.25,0.087709151,1.176125488,S. hygroscopicus (Batch) 
915040182,0.857354057,1000000,3.25,0.077054303,1.176309818,S. hygroscopicus (Batch) 
930108284.8,0.862109271,1000000,3.25,0.096358419,1.144227026,S. hygroscopicus (Batch) 
927094347.9,0.841328833,1000000,3.25,0.043150842,1.195123742,S. hygroscopicus (Batch) 
926359110.5,0.784992411,1000000,3.25,0.078220485,1.268603177,S. hygroscopicus (Batch) 
934449961.5,0.82289993,1000000,3.25,0.064502002,1.204608686,S. hygroscopicus (Batch) 
927960946.8,0.849551433,1000000,3.25,0.015787179,1.192028876,S. hygroscopicus (Batch) 
926322678.1,0.891253333,1000000,3.25,0.141070322,1.096389878,S. hygroscopicus (Batch) 
935619893.1,0.923277613,1000000,3.25,0.064833378,1.072196636,S. hygroscopicus (Batch) 
925903183.6,0.838583415,1000000,3.25,0.077979931,1.188201323,S. hygroscopicus (Batch) 
924165511.2,0.842634274,1000000,3.25,0.132599895,1.165358588,S. hygroscopicus (Batch) 
926965760.8,0.828010037,1000000,3.25,0.072520975,1.203957323,S. hygroscopicus (Batch) 
922050339.5,0.847449609,1000000,3.25,0.071194135,1.183079436,S. hygroscopicus (Batch) 
927918250.9,0.786100125,1000000,3.25,0.084828063,1.262187426,S. hygroscopicus (Batch) 
924094981.9,0.880467221,1000000,3.25,0.064316259,1.138526887,S. hygroscopicus (Batch) 
930767738.2,0.83045814,1000000,3.25,0.040274737,1.207016184,S. hygroscopicus (Batch) 
927615144.2,0.840576187,1000000,3.25,0.06440459,1.188000861,S. hygroscopicus (Batch) 
921425676.8,0.843687563,1000000,3.25,0.092813293,1.181486768,S. hygroscopicus (Batch) 
927176961.4,0.822684207,1000000,3.25,0.095078598,1.203315098,S. hygroscopicus (Batch) 
927368087.2,0.863076659,1000000,3.25,0.054803605,1.160647789,S. hygroscopicus (Batch) 
934602534.4,0.892027953,1000000,3.25,0.023746681,1.124564919,S. hygroscopicus (Batch) 
931998715.7,0.800020024,1000000,3.25,0.080523631,1.236389101,S. hygroscopicus (Batch) 
916537028.4,0.829655371,1000000,3.25,0.066936475,1.217268133,S. hygroscopicus (Batch) 
915026157.1,0.838340922,1000000,3.25,0.059425026,1.209347797,S. hygroscopicus (Batch) 
929284337.4,0.841493011,1000000,3.25,0.066015945,1.18400634,S. hygroscopicus (Batch) 
923455194.3,0.720832343,1000000,3.25,0.046192444,1.399140399,S. hygroscopicus (Batch) 
928294180.5,0.872252763,1000000,3.25,0.05526538,1.147134687,S. hygroscopicus (Batch) 
924921676.3,0.841413943,1000000,3.25,0.096091903,1.179039014,S. hygroscopicus (Batch) 
921131539.4,0.831158378,1000000,3.25,0.091859838,1.200023533,S. hygroscopicus (Batch) 
927192332.3,0.84035857,1000000,3.25,0.053206953,1.192815905,S. hygroscopicus (Batch) 
920875335.3,0.830530524,1000000,3.25,0.05722642,1.213760139,S. hygroscopicus (Batch) 
916143829.4,0.792922462,1000000,3.25,0.071594582,1.272436522,S. hygroscopicus (Batch) 
932991410.1,0.814750265,1000000,3.25,0.035848103,1.228961326,S. hygroscopicus (Batch) 
927839612.1,0.915923137,1000000,3.25,0.073134534,1.087173536,S. hygroscopicus (Batch) 
919146052.7,0.860510674,1000000,3.25,0.083001469,1.16468459,S. hygroscopicus (Batch) 
926489784,0.846250765,1000000,3.25,0.079146431,1.176279749,S. hygroscopicus (Batch) 
930406923.3,0.93554977,1000000,3.25,0.037549274,1.072709841,S. hygroscopicus (Batch) 
923263832.1,0.849352484,1000000,3.25,0.067348486,1.180230592,S. hygroscopicus (Batch) 
919085277.7,0.781242278,1000000,3.25,0.06510188,1.289822368,S. hygroscopicus (Batch) 
923173149,0.853189881,1000000,3.25,0.045963238,1.182529601,S. hygroscopicus (Batch) 
925015969.9,0.895122562,1000000,3.25,0.069261297,1.117123457,S. hygroscopicus (Batch) 
927911486.1,0.860315007,1000000,3.25,0.093374957,1.150359232,S. hygroscopicus (Batch) 
931620874,0.922148868,1000000,3.25,0.06730317,1.077323842,S. hygroscopicus (Batch) 
928629381.3,0.808123372,1000000,3.25,0.053208672,1.238475949,S. hygroscopicus (Batch) 
924815561.6,0.824769033,1000000,3.25,0.125206458,1.192439085,S. hygroscopicus (Batch) 
931660831,0.911481972,1000000,3.25,0.097230315,1.080160306,S. hygroscopicus (Batch) 
917402144.2,0.868071784,1000000,3.25,0.077537913,1.158627677,S. hygroscopicus (Batch) 
919335667.7,0.8298476,1000000,3.25,0.07284605,1.211143984,S. hygroscopicus (Batch) 
926702918.1,0.742440346,1000000,3.25,0.081016839,1.339692498,S. hygroscopicus (Batch) 
923787541.5,0.841300655,1000000,3.25,0.02085287,1.207358807,S. hygroscopicus (Batch) 
918953961.7,0.903182561,1000000,3.25,0.098324661,1.104795355,S. hygroscopicus (Batch) 
915901485,0.864654341,1000000,3.25,0.075616316,1.165782416,S. hygroscopicus (Batch) 
922522903.9,0.884607612,1000000,3.25,0.093176439,1.125370709,S. hygroscopicus (Batch) 
924525888.7,0.853768109,1000000,3.25,0.083815932,1.166767023,S. hygroscopicus (Batch) 
922990396.2,0.752631176,1000000,3.25,0.089559674,1.323474984,S. hygroscopicus (Batch) 
933940373,0.8519224,1000000,3.25,0.085343829,1.156978014,S. hygroscopicus (Batch) 
924709172,0.801261452,1000000,3.25,0.03402256,1.261522703,S. hygroscopicus (Batch) 
932780078,0.839881838,1000000,3.25,0.085743491,1.174883515,S. hygroscopicus (Batch) 
920819762,0.784450508,1000000,3.25,0.087239809,1.273670888,S. hygroscopicus (Batch) 
931465251.1,0.803570361,1000000,3.25,0.034119079,1.24873862,S. hygroscopicus (Batch) 
930024404.5,0.817359828,1000000,3.25,0.039522239,1.227612132,S. hygroscopicus (Batch) 
930015293.2,0.85008811,1000000,3.25,0.087379604,1.163657467,S. hygroscopicus (Batch) 
927010615.3,0.909949111,1000000,3.25,0.088564064,1.090242392,S. hygroscopicus (Batch) 
931137327.2,0.74932103,1000000,3.25,0.095588301,1.315306438,S. hygroscopicus (Batch) 
927830297.9,0.779820337,1000000,3.25,0.084225692,1.272701987,S. hygroscopicus (Batch) 
927995643.8,0.757423391,1000000,3.25,0.032696692,1.330331241,S. hygroscopicus (Batch) 
925882197.3,0.790818033,1000000,3.25,0.109985525,1.247935691,S. hygroscopicus (Batch) 
934022403.8,0.870044796,1000000,3.25,0.129902567,1.117649405,S. hygroscopicus (Batch) 
926527891.4,0.909940416,1000000,3.25,0.04574837,1.104834108,S. hygroscopicus (Batch) 
918412714.3,0.86285072,1000000,3.25,0.088684932,1.160474425,S. hygroscopicus (Batch) 
920962275.3,0.726137694,1000000,3.25,0.031372784,1.398792372,S. hygroscopicus (Batch) 
926961408.8,0.783885233,1000000,3.25,0.076191797,1.270339923,S. hygroscopicus (Batch) 
927044609.4,0.817718789,1000000,3.25,0.099454326,1.20920203,S. hygroscopicus (Batch) 
925702232.4,0.825042301,1000000,3.25,0.063215582,1.213299266,S. hygroscopicus (Batch) 
920865227.7,0.773653738,1000000,3.25,0.092681866,1.289274119,S. hygroscopicus (Batch) 
926339994,0.869750091,1000000,3.25,0.014952034,1.166669223,S. hygroscopicus (Batch) 
916944980.7,0.78219645,1000000,3.25,0.147269923,1.259643948,S. hygroscopicus (Batch) 
914284022.8,0.846633294,1000000,3.25,0.134629282,1.171666243,S. hygroscopicus (Batch) 
926394157.4,0.714932188,1000000,3.25,0.12637665,1.372804878,S. hygroscopicus (Batch) 
916104350.6,0.78351527,1000000,3.25,0.097204354,1.27792426,S. hygroscopicus (Batch) 
925417574.6,0.765924719,1000000,3.25,0.14070447,1.277182872,S. hygroscopicus (Batch) 
929357040,0.915660253,1000000,3.25,0.081419303,1.08302364,S. hygroscopicus (Batch) 
922916434.3,0.807678949,1000000,3.25,0.089282174,1.233474425,S. hygroscopicus (Batch) 
922434714.4,0.836328014,1000000,3.25,0.097734808,1.188819542,S. hygroscopicus (Batch) 
924541089,0.801479616,1000000,3.25,0.039323019,1.259434802,S. hygroscopicus (Batch) 
929778712.5,0.783063145,1000000,3.25,0.058429899,1.274551942,S. hygroscopicus (Batch) 
925453178.1,0.880589765,1000000,3.25,0.09852803,1.125113859,S. hygroscopicus (Batch) 
922159210.8,0.839661787,1000000,3.25,0.066386512,1.195624748,S. hygroscopicus (Batch) 
922798393.3,0.841557221,1000000,3.25,0.135201944,1.167654175,S. hygroscopicus (Batch) 
924049775.4,0.766813444,1000000,3.25,0.026160559,1.322197134,S. hygroscopicus (Batch) 
931515448,0.803823122,1000000,3.25,0.099765814,1.224086751,S. hygroscopicus (Batch) 
923695741.1,0.908230916,1000000,3.25,0.092169225,1.095039091,S. hygroscopicus (Batch) 
924506979,0.860607487,1000000,3.25,0.132960005,1.140474524,S. hygroscopicus (Batch) 
924964037,0.776943277,1000000,3.25,0.095870319,1.276902143,S. hygroscopicus (Batch) 
925399274,0.822317685,1000000,3.25,0.056888646,1.220012071,S. hygroscopicus (Batch) 
922589957.1,0.76550724,1000000,3.25,0.116819133,1.291128076,S. hygroscopicus (Batch) 
931218437.8,0.831224024,1000000,3.25,0.077090409,1.192196255,S. hygroscopicus (Batch) 
921133906.2,0.84923716,1000000,3.25,0.101032496,1.171238526,S. hygroscopicus (Batch) 
926723678.4,0.756140448,1000000,3.25,0.101341627,1.307386337,S. hygroscopicus (Batch) 
927372217.9,0.855398664,1000000,3.25,0.120410846,1.148239329,S. hygroscopicus (Batch) 
925107675.7,0.828102561,1000000,3.25,0.074226598,1.205626343,S. hygroscopicus (Batch) 
927623737.7,0.848940667,1000000,3.25,0.102526569,1.162926996,S. hygroscopicus (Batch) 
920672099.9,0.778275285,1000000,3.25,0.066357014,1.292024621,S. hygroscopicus (Batch) 
925232951,0.725875987,1000000,3.25,0.084157649,1.371150618,S. hygroscopicus (Batch) 
928782811.3,0.776604705,1000000,3.25,0.040286412,1.293470341,S. hygroscopicus (Batch) 
917665219.3,0.833655196,1000000,3.25,0.135462311,1.185221644,S. hygroscopicus (Batch) 
925659690,0.77399948,1000000,3.25,0.125073547,1.269548126,S. hygroscopicus (Batch) 
932811676.3,0.809430819,1000000,3.25,0.08700308,1.218581349,S. hygroscopicus (Batch) 
920980036.1,0.860554191,1000000,3.25,0.049049623,1.174127224,S. hygroscopicus (Batch) 
918340392.8,0.809017962,1000000,3.25,0.082877325,1.239947838,S. hygroscopicus (Batch) 
931545872.1,0.81991703,1000000,3.25,0.041998189,1.220890127,S. hygroscopicus (Batch) 
919441355.9,0.839687143,1000000,3.25,0.082892882,1.193223246,S. hygroscopicus (Batch) 
932132917.3,0.792108427,1000000,3.25,0.095737793,1.242872573,S. hygroscopicus (Batch) 
923858034.8,0.711804098,1000000,3.25,0.089911268,1.397924021,S. hygroscopicus (Batch) 
923057173.1,0.841023765,1000000,3.25,0.091109156,1.183739766,S. hygroscopicus (Batch) 
921347469.6,0.837980534,1000000,3.25,0.082723834,1.193240143,S. hygroscopicus (Batch) 
927456818.5,0.88785788,1000000,3.25,0.10551989,1.11114983,S. hygroscopicus (Batch) 
922173032.7,0.834208864,1000000,3.25,0.087289686,1.195924292,S. hygroscopicus (Batch) 
934448222.2,0.827993703,1000000,3.25,0.0528326,1.20136196,S. hygroscopicus (Batch) 
921012980.2,0.83663334,1000000,3.25,0.090991754,1.192634858,S. hygroscopicus (Batch) 
923780871.8,0.909316083,1000000,3.25,0.108752729,1.088183951,S. hygroscopicus (Batch) 
925989578.9,0.830356392,1000000,3.25,0.111566332,1.187808692,S. hygroscopicus (Batch) 
927660822.1,0.796850337,1000000,3.25,0.067521946,1.25196508,S. hygroscopicus (Batch) 
923315044.5,0.924599075,1000000,3.25,0.099236229,1.073812913,S. hygroscopicus (Batch) 
928523708.7,0.811101454,1000000,3.25,0.041259356,1.238447199,S. hygroscopicus (Batch) 
929767611.5,0.846647445,1000000,3.25,0.099690575,1.164382246,S. hygroscopicus (Batch) 
921724392.3,0.800659996,1000000,3.25,0.041701152,1.263687514,S. hygroscopicus (Batch) 
922483959.3,0.84593469,1000000,3.25,0.036547567,1.196892042,S. hygroscopicus (Batch) 
926258747.5,0.830050501,1000000,3.25,0.129208394,1.181569418,S. hygroscopicus (Batch) 
928534195.9,0.837075691,1000000,3.25,0.104696603,1.177483849,S. hygroscopicus (Batch) 
925302674.4,0.772362482,1000000,3.25,0.025711499,1.311093745,S. hygroscopicus (Batch) 
921270523.3,0.867162747,1000000,3.25,0.06881585,1.157984706,S. hygroscopicus (Batch) 
929338759.4,0.932952337,1000000,3.25,0.068152063,1.067193282,S. hygroscopicus (Batch) 
928967934.9,0.776237057,1000000,3.25,0.095736747,1.272606462,S. hygroscopicus (Batch) 
920355177.8,0.73891698,1000000,3.25,0.046917286,1.369200368,S. hygroscopicus (Batch) 
917183951.2,0.81248044,1000000,3.25,0.134742442,1.21701541,S. hygroscopicus (Batch) 
918423424.7,0.832664731,1000000,3.25,0.034153724,1.222206383,S. hygroscopicus (Batch) 
934554814.7,0.909011494,1000000,3.25,0.096048454,1.080125846,S. hygroscopicus (Batch) 
924798342.7,0.716632342,1000000,3.25,0.085458228,1.388947893,S. hygroscopicus (Batch) 
928213522.9,0.863376411,1000000,3.25,0.057218186,1.158356669,S. hygroscopicus (Batch) 
