#,Product_titer_(UFC/ml),Recovery_Yield_(%),Optimal_concentration_of_agent_(UFC/ml),Final_batch_duration_(days),Material_Discount,TOTAL_Production_cost_per_dosis
280,1065225105,0.744200136,100000000,3.583333333,0.118763329,96.75350072
281,1109345168,0.940551959,100000000,3.583333333,0.046707522,73.74791641
282,1137429836,0.82325067,100000000,3.583333333,0.038793598,82.20461076
283,714933012.1,0.829900215,100000000,3.583333333,0.075844688,129.521501
284,919992277.3,0.855768139,100000000,3.583333333,0.092409756,97.53727263
285,947254703.3,0.843524284,100000000,3.583333333,0.086764625,96.12943026
286,1249147802,0.83866115,100000000,3.583333333,0.043962673,73.46021328
287,854024529.5,0.753978982,100000000,3.583333333,0.078640327,119.3298662
288,973389998.8,0.793859044,100000000,3.583333333,0.056615757,99.5351623
289,895398610.4,0.78657497,100000000,3.583333333,0.105196927,108.9696325
290,922525333.3,0.864652582,100000000,3.583333333,0.098119572,96.24536982
291,1312447492,0.751272299,100000000,3.583333333,0.084972386,77.90696353
292,1052111288,0.791896002,100000000,3.583333333,0.037403255,92.39533457
293,708146483,0.77451177,100000000,3.583333333,0.126392751,139.7970642
294,1168874770,0.784148712,100000000,3.583333333,0.06247083,83.89317483
295,965793164.4,0.715437125,100000000,3.583333333,0.052060764,111.3370431
296,801458606.8,0.844990442,100000000,3.583333333,0.063025415,113.5401276
297,967167511.2,0.860795438,100000000,3.583333333,0.067630576,92.34026547
298,1085098520,0.828597496,100000000,3.583333333,0.117413806,85.31223634
299,1077162853,0.843319847,100000000,3.583333333,0.093408081,84.53134661
300,1142171905,0.801519839,100000000,3.583333333,0.09567843,83.86901602
