#,Product_titer_(UFC/ml),Recovery_Yield_(%),Optimal_concentration_of_agent_(UFC/ml),Final_batch_duration_(days),Material_Discount,TOTAL_Production_cost_per_dosis
258,3851136205,0.776295483,40000000,5.25,0.092936497,30.04282341
259,3711996972,0.823129876,40000000,5.25,0.082830716,29.56556735
260,4096277316,0.836433754,40000000,5.25,0.134952742,25.58355772
261,4535492951,0.856585137,40000000,5.25,0.087172222,23.19490252
262,4761115605,0.757607616,40000000,5.25,0.076306032,25.13733004
263,4535553310,0.828596813,40000000,5.25,0.079203523,24.08709537
264,4829568054,0.872170789,40000000,5.25,0.07593743,21.53045244
265,4050623923,0.863531814,40000000,5.25,0.082564779,25.83019403
266,3805847495,0.788205914,40000000,5.25,0.097846841,29.85677944
267,4170364255,0.878560382,40000000,5.25,0.082180588,24.66478206
268,3721604988,0.827865836,40000000,5.25,0.026468936,30.2612304
269,4814883787,0.871494038,40000000,5.25,0.03784599,22.07968417
270,4357725562,0.814663057,40000000,5.25,0.096682511,25.24563832
271,5173097395,0.795422345,40000000,5.25,0.066663255,22.15604866
272,4074268141,0.783486238,40000000,5.25,0.086034073,28.24805659
273,3676995226,0.845871702,40000000,5.25,0.081752021,29.06238294
274,3916582182,0.849204445,40000000,5.25,0.099330319,26.90571086
275,4707250315,0.796622405,40000000,5.25,0.097289133,23.89204151
276,4758490474,0.786738513,40000000,5.25,0.085416263,24.0947777
277,4996335648,0.844712732,40000000,5.25,0.024412428,22.11609711
278,4267826474,0.814724641,40000000,5.25,0.094190917,25.81232122
279,3436609541,0.76015261,40000000,5.25,0.092121132,34.39761964
280,5146914385,0.847784972,40000000,5.25,0.094446532,20.56593219
281,4337397822,0.786999232,40000000,5.25,0.060564678,26.79961365
282,4259734123,0.773236868,40000000,5.25,0.095023167,27.23594736
283,5255440018,0.871247486,40000000,5.25,0.034948039,20.26704506
284,3744728577,0.900240432,40000000,5.25,0.089135884,26.70064798
285,4388267280,0.839210632,40000000,5.25,0.056822343,24.89319676
286,4327905005,0.925627326,40000000,5.25,0.117323811,22.10732917
287,3784349150,0.84292,40000000,5.25,0.07634832,28.42393712
288,5122162883,0.809067933,40000000,5.25,0.075122662,21.89400431
289,3943706448,0.83436484,40000000,5.25,0.089276321,27.35301733
290,4897848410,0.81997593,40000000,5.25,0.082913312,22.49237587
291,4348704036,0.839473332,40000000,5.25,0.081401855,24.76558161
292,4790894252,0.815984071,40000000,5.25,0.08383446,23.09488045
293,4689194942,0.860183124,40000000,5.25,0.098856836,22.19181959
294,4306370901,0.847608495,40000000,5.25,0.100182335,24.50442747
295,4452283829,0.725976123,40000000,5.25,0.086486229,27.89024808
296,3842284264,0.778806188,40000000,5.25,0.094103538,29.99490709
297,4301713064,0.811228907,40000000,5.25,0.045349269,26.43904993
298,4151085621,0.831041989,40000000,5.25,0.096502869,25.98270465
299,5033224319,0.846464546,40000000,5.25,0.107643414,20.90399717
300,4510124409,0.843624289,40000000,5.25,0.137957108,22.9973679
